"id","tag_id","tag_name","tag_description","value_representation"
982,"(0054,0014)","EnergyWindowLowerLimit","Energy Window Lower Limit","DS"
983,"(0054,0018)","EnergyWindowName","Energy Window Name","SH"
984,"(0054,0308)","EnergyWindowNumber","Energy Window Number","US"
985,"(0054,0013)","EnergyWindowRangeSequence","Energy Window Range Sequence","SQ"
986,"(0018,0033)","EnergyWindowTotalWidth","Energy Window Total Width","DS"
987,"(0054,0015)","EnergyWindowUpperLimit","Energy Window Upper Limit","DS"
988,"(0054,0010)","EnergyWindowVector","Energy Window Vector","US"
989,"(0028,140B)","EnhancedPaletteColorLookupTableSequence","Enhanced Palette Color Lookup Table Sequence","SQ"
990,"(0040,0302)","EntranceDose","Entrance Dose","US"
991,"(0040,8302)","EntranceDoseInmGy","Entrance Dose in m​Gy","DS"
992,"(0014,1040)","EnvironmentalConditions","Environmental Conditions","ST"
993,"(0028,9537)","EquipmentCoordinateSystemIdentification","Equipment Coordinate System Identification","CS"
994,"(0040,A090)","EquivalentCDADocumentSequence","Equivalent CDA Document Sequence","SQ"
995,"(0046,0205)","EquivalentPupilRadius","Equivalent Pupil Radius","FL"
996,"(1000,xxx0)","EscapeTriplet","Escape Triplet","US"
997,"(0018,9324)","EstimatedDoseSaving","Estimated Dose Saving","FD"
998,"(0018,1114)","EstimatedRadiographicMagnificationFactor","Estimated Radiographic Magnification Factor","DS"
999,"(0010,2160)","EthnicGroup","Ethnic Group","SH"
1000,"(0014,2008)","EvaluationAttempt","Evaluation Attempt","IS"
1001,"(0014,2006)","EvaluatorName","Evaluator Name","PN"
1002,"(0014,2004)","EvaluatorNumber","Evaluator Number","IS"
1003,"(0014,2002)","EvaluatorSequence","Evaluator Sequence","SQ"
1004,"(0008,2135)","EventCodeSequence","Event Code Sequence","SQ"
1005,"(0008,2130)","EventElapsedTimes","Event Elapsed Time(s)","DS"
1006,"(0008,2134)","EventTimeOffset","Event Time Offset","FD"
1007,"(0008,2132)","EventTimerNames","Event Timer Name(s)","LO"
1008,"(0008,2133)","EventTimerSequence","Event Timer Sequence","SQ"
1009,"(0010,9431)","ExaminedBodyThickness","Examined Body Thickness","FL"
1010,"(0024,0052)","ExcessiveFalseNegatives","Excessive False Negatives","CS"
1011,"(0024,0051)","ExcessiveFalseNegativesDataFlag","Excessive False Negatives Data Flag","CS"
1012,"(0024,0062)","ExcessiveFalsePositives","Excessive False Positives","CS"
1013,"(0024,0061)","ExcessiveFalsePositivesDataFlag","Excessive False Positives Data Flag","CS"
1014,"(0024,0040)","ExcessiveFixationLosses","Excessive Fixation Losses","CS"
1015,"(0024,0039)","ExcessiveFixationLossesDataFlag","Excessive Fixation Losses Data Flag","CS"
1016,"(0014,4024)","ExcitationFrequency","Excitation Frequency","DS"
1017,"(0018,9803)","ExcludedIntervalsSequence","Excluded Intervals Sequence","SQ"
1018,"(0018,9805)","ExclusionDuration","Exclusion Duration","FD"
1019,"(0018,9804)","ExclusionStartDateTime","Exclusion Start DateTime","DT"
1020,"(0076,0036)","ExclusiveComponentType","Exclusive Component Type","CS"
1021,"(2100,0020)","ExecutionStatus","Execution Status","CS"
1022,"(2100,0030)","ExecutionStatusInfo","Execution Status Info","CS"
1023,"(0040,4011)","ExpectedCompletionDateTime","Expected Completion DateTime","DT"
1024,"(0014,1020)","ExpiryDate","Expiry Date","DA"
1025,"(0040,0303)","ExposedArea","Exposed Area","US"
1026,"(0018,1152)","Exposure","Exposure","IS"
1027,"(0018,7060)","ExposureControlMode","Exposure Control Mode","CS"
1028,"(0018,7062)","ExposureControlModeDescription","Exposure Control Mode Description","LT"
1029,"(0018,9436)","ExposureControlSensingRegionLeftVerticalEdge","Exposure Control Sensing Region Left Vertical Edge","SS"
1030,"(0018,9439)","ExposureControlSensingRegionLowerHorizontalEdge","Exposure Control Sensing Region Lower Horizontal Edge","SS"
1031,"(0018,9437)","ExposureControlSensingRegionRightVerticalEdge","Exposure Control Sensing Region Right Vertical Edge","SS"
1032,"(0018,9435)","ExposureControlSensingRegionShape","Exposure Control Sensing Region Shape","CS"
1033,"(0018,9438)","ExposureControlSensingRegionUpperHorizontalEdge","Exposure Control Sensing Region Upper Horizontal Edge","SS"
1034,"(0018,9434)","ExposureControlSensingRegionsSequence","Exposure Control Sensing Regions Sequence","SQ"
1035,"(0040,030E)","ExposureDoseSequence","Exposure Dose Sequence","SQ"
1036,"(0018,1411)","ExposureIndex","Exposure Index","DS"
1037,"(0018,9332)","ExposureInmAs","Exposure in mAs","FD"
1038,"(0018,1153)","ExposureInuAs","Exposure in µAs","IS"
1039,"(0018,9323)","ExposureModulationType","Exposure Modulation Type","CS"
1040,"(3002,0030)","ExposureSequence","Exposure Sequence","SQ"
1041,"(0018,7064)","ExposureStatus","Exposure Status","CS"
1042,"(0018,1150)","ExposureTime","Exposure Time","IS"
1043,"(0018,9328)","ExposureTimeInms","Exposure Time in ms","FD"
1044,"(0018,8150)","ExposureTimeInuS","Exposure Time in µS","DS"
1045,"(0018,7010)","ExposuresOnDetectorSinceLastCalibration","Exposures on Detector Since Last Calibration","IS"
1046,"(0018,7011)","ExposuresOnDetectorSinceManufactured","Exposures on Detector Since Manufactured","IS"
1047,"(0018,1404)","ExposuresOnPlate","Exposures on Plate","US"
1048,"(0008,0108)","ExtendedCodeMeaning","Extended Code Meaning","LT"
1049,"(0008,0101)","ExtendedCodeValue","Extended Code Value","LO"
1050,"(0048,0012)","ExtendedDepthOfField","Extended Depth of Field","CS"
1051,"(0066,0034)","FacetSequence","Facet Sequence","SQ"
1052,"(0074,1048)","FailedAttributesSequence","Failed Attributes Sequence","SQ"
1053,"(0008,0058)","FailedSOPInstanceUIDList","Failed SOP Instance UID List","UI"
1054,"(0008,1198)","FailedSOPSequence","Failed SOP Sequence","SQ"
1055,"(2200,000E)","FailureAttributes","Failure Attributes","AT"
1056,"(0008,1197)","FailureReason","Failure Reason","US"
1057,"(0024,0046)","FalseNegativesEstimate","False Negatives Estimate","FL"
1058,"(0024,0045)","FalseNegativesEstimateFlag","False Negatives Estimate Flag","CS"
1059,"(0024,0050)","FalseNegativesQuantity","False Negatives Quantity","US"
1060,"(0024,0054)","FalsePositivesEstimate","False Positives Estimate","FL"
1061,"(0024,0053)","FalsePositivesEstimateFlag","False Positives Estimate Flag","CS"
1062,"(0024,0060)","FalsePositivesQuantity","False Positives Quantity","US"
1063,"(0070,030F)","FiducialDescription","Fiducial Description","ST"
1064,"(0070,0310)","FiducialIdentifier","Fiducial Identifier","SH"
1065,"(0070,0311)","FiducialIdentifierCodeSequence","Fiducial Identifier Code Sequence","SQ"
1066,"(0070,031E)","FiducialSequence","Fiducial Sequence","SQ"
1067,"(0070,031C)","FiducialSetSequence","Fiducial Set Sequence","SQ"
1068,"(0070,031A)","FiducialUID","Fiducial UID","UI"
1069,"(0018,9433)","FieldOfViewDescription","Field of View Description","LO"
1070,"(0018,1149)","FieldOfViewDimensions","Field of View Dimension(s)","IS"
1071,"(0018,9461)","FieldOfViewDimensionsInFloat","Field of View Dimension(s) in Float","FL"
1072,"(0018,7034)","FieldOfViewHorizontalFlip","Field of View Horizontal Flip","CS"
1073,"(0018,7030)","FieldOfViewOrigin","Field of View Origin","DS"
1074,"(0018,7032)","FieldOfViewRotation","Field of View Rotation","DS"
1075,"(0018,9432)","FieldOfViewSequence","Field of View Sequence","SQ"
1076,"(0018,1147)","FieldOfViewShape","Field of View Shape","CS"
1077,"(0002,0000)","FileMetaInformationGroupLength","File Meta Information Group Length","UL"
1078,"(0002,0001)","FileMetaInformationVersion","File Meta Information Version","OB"
1079,"(0070,0257)","FillMode","Fill Mode","CS"
1080,"(0070,0256)","FillPattern","Fill Pattern","OB"
1081,"(0070,0233)","FillStyleSequence","Fill Style Sequence","SQ"
1082,"(0040,2017)","FillerOrderNumberImagingServiceRequest","Filler Order Number / Imaging Service Request","LO"
1083,"(0040,2007)","FillerOrderNumberImagingServiceRequestRetired","Filler Order Number / Imaging Service Request (Retired)","SH"
1084,"(0040,1007)","FillerOrderNumberProcedure","Filler Order Number / Procedure","SH"
1085,"(2130,0030)","FilmBoxContentSequence","Film Box Content Sequence","SQ"
1086,"(0040,0321)","FilmConsumptionSequence","Film Consumption Sequence","SQ"
1087,"(2000,0040)","FilmDestination","Film Destination","CS"
1088,"(2010,0040)","FilmOrientation","Film Orientation","CS"
1089,"(2000,0050)","FilmSessionLabel","Film Session Label","LO"
1090,"(2010,0050)","FilmSizeID","Film Size ID","CS"
1091,"(0018,7058)","FilterBeamPathLengthMaximum","Filter Beam Path Length Maximum","FL"
1092,"(0018,7056)","FilterBeamPathLengthMinimum","Filter Beam Path Length Minimum","FL"
1093,"(0072,0404)","FilterByAttributePresence","Filter-by Attribute Presence","CS"
1094,"(0072,0402)","FilterByCategory","Filter-by Category","CS"
1095,"(0072,0406)","FilterByOperator","Filter-by Operator","CS"
1096,"(003A,0221)","FilterHighFrequency","Filter High Frequency","DS"
1097,"(003A,0220)","FilterLowFrequency","Filter Low Frequency","DS"
1098,"(0018,7050)","FilterMaterial","Filter Material","CS"
1099,"(0014,3074)","FilterMaterialUsedInGainCalibration","Filter Material Used in Gain Calibration","LO"
1100,"(0072,0400)","FilterOperationsSequence","Filter Operations Sequence","SQ"
1101,"(0018,7054)","FilterThicknessMaximum","Filter Thickness Maximum","DS"
1102,"(0018,7052)","FilterThicknessMinimum","Filter Thickness Minimum","DS"
1103,"(0014,3075)","FilterThicknessUsedInGainCalibration","Filter Thickness Used in Gain Calibration","DS"
1104,"(0018,1160)","FilterType","Filter Type","SH"
1105,"(300A,010E)","FinalCumulativeMetersetWeight","Final Cumulative Meterset Weight","DS"
1106,"(300A,02C8)","FinalCumulativeTimeWeight","Final Cumulative Time Weight","DS"
1107,"(0040,A007)","FindingsFlagTrial","Findings Flag (Trial)","CS"
1108,"(0040,A023)","FindingsGroupRecordingDateTrial","Findings Group Recording Date (Trial)","DA"
1109,"(0040,A024)","FindingsGroupRecordingTimeTrial","Findings Group Recording Time (Trial)","TM"
1110,"(0040,A021)","FindingsGroupUIDTrial","Findings Group UID (Trial)","UI"
1111,"(0040,A020)","FindingsSequenceTrial","Findings Sequence (Trial)","SQ"
1112,"(0040,A026)","FindingsSourceCategoryCodeSequenceTrial","Findings Source Category Code Sequence (Trial)","SQ"
1113,"(0066,000E)","FiniteVolume","Finite Volume","CS"
1114,"(0052,0034)","FirstALineLocation","First A-line Location","FD"
1115,"(0018,9198)","FirstOrderPhaseCorrection","First Order Phase Correction","CS"
1116,"(5600,0010)","FirstOrderPhaseCorrectionAngle","First Order Phase Correction Angle","OF"
1117,"(3008,0054)","FirstTreatmentDate","First Treatment Date","DA"
1118,"(0024,0035)","FixationCheckedQuantity","Fixation Checked Quantity","US"
1119,"(300A,0196)","FixationDeviceDescription","Fixation Device Description","ST"
1120,"(300A,0194)","FixationDeviceLabel","Fixation Device Label","SH"
1121,"(300A,0199)","FixationDevicePitchAngle","Fixation Device Pitch Angle","FL"
1122,"(300A,0198)","FixationDevicePosition","Fixation Device Position","SH"
1123,"(300A,019A)","FixationDeviceRollAngle","Fixation Device Roll Angle","FL"
1124,"(300A,0190)","FixationDeviceSequence","Fixation Device Sequence","SQ"
1125,"(300A,0192)","FixationDeviceType","Fixation Device Type","CS"
1126,"(300A,0356)","FixationLightAzimuthalAngle","Fixation Light Azimuthal Angle","FL"
1127,"(300A,0358)","FixationLightPolarAngle","Fixation Light Polar Angle","FL"
1128,"(0068,63AC)","FixationMethodCodeSequence","Fixation Method Code Sequence","SQ"
1129,"(0024,0033)","FixationMonitoringCodeSequence","Fixation Monitoring Code Sequence","SQ"
1130,"(0024,0032)","FixationSequence","Fixation Sequence","SQ"
1131,"(0046,0080)","FlatKeratometricAxisSequence","Flat Keratometric Axis Sequence","SQ"
1132,"(0018,1314)","FlipAngle","Flip Angle","DS"
1133,"(0040,A161)","FloatingPointValue","Floating Point Value","FD"
1134,"(0018,9010)","FlowCompensation","Flow Compensation","CS"
1135,"(0018,9183)","FlowCompensationDirection","Flow Compensation Direction","CS"
1136,"(3002,0042)","FluenceDataScale","Fluence Data Scale","DS"
1137,"(3002,0041)","FluenceDataSource","Fluence Data Source","CS"
1138,"(3002,0040)","FluenceMapSequence","Fluence Map Sequence","SQ"
1139,"(3002,0051)","FluenceMode","Fluence Mode","CS"
1140,"(3002,0052)","FluenceModeID","Fluence Mode ID","SH"
1141,"(0018,9334)","FluoroscopyFlag","Fluoroscopy Flag","CS"
1142,"(0018,1182)","FocalDistance","Focal Distance","IS"
1143,"(0018,1190)","FocalSpots","Focal Spot(s)","DS"
1144,"(0018,5012)","FocusDepth","Focus Depth","DS"
1145,"(0048,0011)","FocusMethod","Focus Method","CS"
1146,"(0070,0227)","FontName","Font Name","LO"
1147,"(0070,0228)","FontNameType","Font Name Type","CS"
1148,"(0024,0117)","FovealPointNormativeDataFlag","Foveal Point Normative Data Flag","CS"
1149,"(0024,0118)","FovealPointProbabilityValue","Foveal Point Probability Value","FL"
1150,"(0024,0087)","FovealSensitivity","Foveal Sensitivity","FL"
1151,"(0024,0086)","FovealSensitivityMeasured","Foveal Sensitivity Measured","CS"
1152,"(300A,0072)","FractionGroupDescription","Fraction Group Description","LO"
1153,"(300A,0071)","FractionGroupNumber","Fraction Group Number","IS"
1154,"(300A,0070)","FractionGroupSequence","Fraction Group Sequence","SQ"
1155,"(3008,0220)","FractionGroupSummarySequence","Fraction Group Summary Sequence","SQ"
1156,"(3008,0224)","FractionGroupType","Fraction Group Type","CS"
1157,"(3002,0029)","FractionNumber","Fraction Number","IS"
1158,"(300A,007B)","FractionPattern","Fraction Pattern","LT"
1159,"(3008,0240)","FractionStatusSummarySequence","Fraction Status Summary Sequence","SQ"
1160,"(003A,0247)","FractionalChannelDisplayScale","Fractional Channel Display Scale","FL"
1161,"(0018,9074)","FrameAcquisitionDateTime","Frame Acquisition DateTime","DT"
1162,"(0018,9220)","FrameAcquisitionDuration","Frame Acquisition Duration","FD"
1163,"(0020,9156)","FrameAcquisitionNumber","Frame Acquisition Number","US"
1164,"(0018,9417)","FrameAcquisitionSequence","Frame Acquisition Sequence","SQ"
1165,"(0020,9071)","FrameAnatomySequence","Frame Anatomy Sequence","SQ"
1166,"(0020,9158)","FrameComments","Frame Comments","LT"
1167,"(0020,9111)","FrameContentSequence","Frame Content Sequence","SQ"
1168,"(0018,1066)","FrameDelay","Frame Delay","DS"
1169,"(0018,9451)","FrameDetectorParametersSequence","Frame Detector Parameters Sequence","SQ"
1170,"(0028,000A)","FrameDimensionPointer","Frame Dimension Pointer","AT"
1171,"(0008,9458)","FrameDisplaySequence","Frame Display Sequence","SQ"
1172,"(0018,9472)","FrameDisplayShutterSequence","Frame Display Shutter Sequence","SQ"
1173,"(0008,1164)","FrameExtractionSequence","Frame Extraction Sequence","SQ"
1174,"(0028,0009)","FrameIncrementPointer","Frame Increment Pointer","AT"
1175,"(0020,9453)","FrameLabel","Frame Label","LO"
1176,"(0018,2002)","FrameLabelVector","Frame Label Vector","SH"
1177,"(0020,9072)","FrameLaterality","Frame Laterality","CS"
1178,"(0028,6020)","FrameNumbersOfInterest","Frame Numbers of Interest (FOI)","US"
1179,"(0028,6022)","FrameOfInterestDescription","Frame of Interest Description","LO"
1180,"(0028,6023)","FrameOfInterestType","Frame of Interest Type","CS"
1181,"(3006,00C0)","FrameOfReferenceRelationshipSequence","Frame of Reference Relationship Sequence","SQ"
1182,"(3006,00C8)","FrameOfReferenceTransformationComment","Frame of Reference Transformation Comment","LO"
1183,"(3006,00C6)","FrameOfReferenceTransformationMatrix","Frame of Reference Transformation Matrix","DS"
1184,"(0070,030C)","FrameOfReferenceTransformationMatrixType","Frame of Reference Transformation Matrix Type","CS"
1185,"(3006,00C4)","FrameOfReferenceTransformationType","Frame of Reference Transformation Type","CS"
1186,"(0020,0052)","FrameOfReferenceUID","Frame of Reference UID","UI"
1187,"(0028,9443)","FramePixelDataPropertiesSequence","Frame Pixel Data Properties Sequence","SQ"
1188,"(0028,9415)","FramePixelShiftSequence","Frame Pixel Shift Sequence","SQ"
1189,"(0018,2003)","FramePrimaryAngleVector","Frame Primary Angle Vector","DS"
1190,"(0018,9151)","FrameReferenceDateTime","Frame Reference DateTime","DT"
1191,"(0054,1300)","FrameReferenceTime","Frame Reference Time","DS"
1192,"(0018,2004)","FrameSecondaryAngleVector","Frame Secondary Angle Vector","DS"
1193,"(0018,1063)","FrameTime","Frame Time","DS"
1194,"(0018,1065)","FrameTimeVector","Frame Time Vector","DS"
1195,"(0008,9007)","FrameType","Frame Type","CS"
1196,"(0028,9132)","FrameVOILUTSequence","Frame VOI LUT Sequence","SQ"
1197,"(0018,9101)","FrequencyCorrection","Frequency Correction","CS"
1198,"(0020,9167)","FunctionalGroupPointer","Functional Group Pointer","AT"
1199,"(0020,9238)","FunctionalGroupPrivateCreator","Functional Group Private Creator","LO"
1200,"(0014,3060)","GainCorrectionReferenceSequence","Gain Correction Reference Sequence","SQ"
1201,"(300A,011E)","GantryAngle","Gantry Angle","DS"
1202,"(300A,0044)","GantryAngleTolerance","Gantry Angle Tolerance","DS"
1203,"(0018,1121)","GantryDetectorSlew","Gantry/Detector Slew","DS"
1204,"(0018,1120)","GantryDetectorTilt","Gantry/Detector Tilt","DS"
1205,"(0018,1008)","GantryID","Gantry ID","LO"
1206,"(0018,9762)","GantryMotionCorrected","Gantry Motion Corrected","CS"
1207,"(300A,014A)","GantryPitchAngle","Gantry Pitch Angle","FL"
1208,"(300A,014E)","GantryPitchAngleTolerance","Gantry Pitch Angle Tolerance","FL"
1209,"(300A,014C)","GantryPitchRotationDirection","Gantry Pitch Rotation Direction","CS"
1210,"(300A,011F)","GantryRotationDirection","Gantry Rotation Direction","CS"
1211,"(4010,1008)","GantryType","Gantry Type","CS"
1212,"(0070,0261)","GapLength","Gap Length","FL"
